Date,ate 2,Payee,Amount,Memo,OrigPayee,Expense Type
6/10/2021,6/14/2021,air can 0143749709933aircanada.commb,-1329.37,,AIR CAN* 0143749709933AIRCANADA.COMMB,Travel expenses
6/10/2021,6/14/2021,air can 0143749709935aircanada.commb,-1329.37,,AIR CAN* 0143749709935AIRCANADA.COMMB,Travel expenses
6/10/2021,6/14/2021,air can 0143749709937aircanada.commb,-1197.37,,AIR CAN* 0143749709937AIRCANADA.COMMB,Travel expenses
6/10/2021,6/14/2021,air can 0143749709939aircanada.commb,-1197.37,,AIR CAN* 0143749709939AIRCANADA.COMMB,Travel expenses
6/10/2021,6/14/2021,air can 0143749709941aircanada.commb,-1197.37,,AIR CAN* 0143749709941AIRCANADA.COMMB,Travel expenses
6/10/2021,6/14/2021,sobeys namao ,-15.07,,SOBEYS NAMAO #5480 EDMONTON AB,Supplies
6/10/2021,6/11/2021,shoppers drug mart ,-18.3,,SHOPPERS DRUG MART #0375 EDMONTON AB,Meals and entertainment
6/10/2021,6/11/2021,shoppers drug mart ,-10.49,,SHOPPERS DRUG MART #0375 EDMONTON AB,Meals and entertainment
6/11/2021,6/11/2021,amzn mktp ca2x1hu0xe2 www.amazon.caon,-19.89,,AMZN MKTP CA*2X1HU0XE2 WWW.AMAZON.CAON,Supplies
6/11/2021,6/14/2021,kernels popcorn ,-13.21,,KERNELS POPCORN EDMONTON AB,Meals and entertainment
6/11/2021,6/14/2021,paypal starbucksco 4029357733,-75,,PAYPAL *STARBUCKSCO 4029357733 BC,Meals and entertainment
6/11/2021,6/14/2021,amzn mktp ca2x9ze7mz2 www.amazon.caon,-25.99,,AMZN MKTP CA*2X9ZE7MZ2 WWW.AMAZON.CAON,Supplies
6/11/2021,6/14/2021,enterprise canada c524 ,-148.09,,ENTERPRISE CANADA C524 EDMONTON AB,Undefined
6/11/2021,6/14/2021,elsafadi mediterrean markedmonton ab,-2.97,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
6/11/2021,6/14/2021,princess auto 05 ,-140.63,,PRINCESS AUTO 05 EDMONTON AB,Undefined
6/11/2021,6/14/2021,eddie bauer canada ,-79.38,,EDDIE BAUER CANADA #00 EDMONTON AB,Undefined
6/11/2021,6/14/2021,direct energy regulated ,-106.69,,DIRECT ENERGY REGULATED EDMONTON AB,Undefined
6/11/2021,6/14/2021,quilts etc ,-196.34,,QUILTS ETC #785 EDMONTON AB,Undefined
6/11/2021,6/14/2021,the childrens place 322edmonton ab,-52.65,,THE CHILDREN'S PLACE #322EDMONTON AB,Undefined
6/11/2021,6/14/2021,esso circle K ,-21.2,,ESSO CIRCLE K EDMONTON AB,Fuel costs
6/11/2021,6/14/2021,payment - thank you paiement - merci,7032.5,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
6/12/2021,6/14/2021,quickbooks ab,-84,,QUICKBOOKS 888-829-8589 AB,Computer-related expenses
6/12/2021,6/14/2021,tim hortons ,-6.66,,TIM HORTONS #0910 EDMONTON AB,Meals and entertainment
6/13/2021,6/14/2021,amazon.ca213800zb1 amazon.ca,-232.75,,AMAZON.CA*213800ZB1 AMAZON.CA ON,Supplies
6/13/2021,6/14/2021,elsafadi mediterrean markedmonton ab,-14.04,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
6/14/2021,6/16/2021,save foods ,-20.43,,SAVE ON FOODS #6667 EDMONTON AB,Supplies
6/14/2021,6/14/2021,amzn mktp ca2x3kf2770 www.amazon.caon,-73.49,,AMZN MKTP CA*2X3KF2770 WWW.AMAZON.CAON,Supplies
6/15/2021,6/17/2021,the home depot ,-16.98,,THE HOME DEPOT #7119 EDMONTON AB,Supplies
6/15/2021,6/16/2021,real cdn superstore ,-36.73,,REAL CDN SUPERSTORE #1 EDMONTON AB,Undefined
6/15/2021,6/16/2021,petrocan-14110- 127 st nwedmonton ab,-20.02,,PETROCAN-14110- 127 ST NWEDMONTON AB,Fuel costs
6/16/2021,6/17/2021,elsafadi mediterrean markedmonton ab,-1.78,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
6/16/2021,6/18/2021,esso 7-eleven 37831 ,-128.95,,ESSO 7-ELEVEN 37831 EDMONTON AB,Fuel costs
6/17/2021,6/18/2021,apple.combill,-4.19,,APPLE.COM/BILL 866-712-7753 ON,Undefined
6/17/2021,6/17/2021,homesense 029 ,-85.82,,HOMESENSE 029 EDMONTON AB,Undefined
6/17/2021,6/18/2021,mcdonalds ,-13.5,,MCDONALD'S #14494 EDMONTON AB,Meals and entertainment
6/18/2021,6/21/2021,london drugs 21 ,-35.22,,LONDON DRUGS 21 EDMONTON AB,Supplies
6/18/2021,6/21/2021,bath & body works canadaedmonton ab,-76.16,,BATH & BODY WORKS (CANADAEDMONTON AB,Undefined
6/18/2021,6/21/2021,almadina halal meat & ,-56.55,,ALMADINA HALAL MEAT & EDMONTON AB,Undefined
6/18/2021,6/21/2021,save foods ,-104.78,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
6/19/2021,6/21/2021,petrocan-4906 50th ave niton jctn ab,-63.11,,PETROCAN-4906 50TH AVE NITON JCTN AB,Fuel costs
6/20/2021,6/22/2021,petrocan-715 gregg avenuehinton ab,-106.44,,PETROCAN-715 GREGG AVENUEHINTON AB,Fuel costs
6/21/2021,6/22/2021,amzn mktp ca215vi8s91 www.amazon.caon,-22.99,,AMZN MKTP CA*215VI8S91 WWW.AMAZON.CAON,Supplies
6/21/2021,6/22/2021,7-eleven store red deer counab,-7.38,,7-ELEVEN STORE #37833 RED DEER COUNAB,Fuel costs
6/21/2021,6/22/2021,enterprise canada c567 ,-284.63,,ENTERPRISE CANADA C567 EDMONTON AB,Undefined
6/21/2021,6/22/2021,tim hortons ,-5.79,,TIM HORTONS #0910 EDMONTON AB,Meals and entertainment
6/21/2021,6/22/2021,uber trip help.uber.comon,-26.35,,UBER *TRIP HELP.UBER.COMON,Undefined
6/21/2021,6/22/2021,sq 2016931 alberta inc 8774174551 ab,-157.5,,SQ *2016931 ALBERTA INC 8774174551 AB,Undefined
6/21/2021,6/22/2021,payment - thank you paiement - merci,1795.46,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
6/21/2021,6/22/2021,petrocan-5011-137 ave nw ,-114.41,,PETROCAN-5011-137 AVE NW EDMONTON AB,Fuel costs
12/23/2020,12/23/2020,payment - thank you paiement - merci,600,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
12/24/2020,12/24/2020,payment - thank you paiement - merci,434.72,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
12/29/2020,12/29/2020,payment - thank you paiement - merci,1225.76,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
12/30/2020,12/30/2020,payment - thank you paiement - merci,900.03,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
12/31/2020,12/31/2020,payment - thank you paiement - merci,500.02,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/1/2021,1/4/2021,annual fee,-120,,ANNUAL FEE,Undefined
1/2/2021,1/4/2021,payment - thank you paiement - merci,600.63,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/4/2021,1/4/2021,payment - thank you paiement - merci,495.07,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/6/2021,1/7/2021,payment - thank you paiement - merci,1200.61,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/9/2021,1/11/2021,payment - thank you paiement - merci,200.69,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/13/2021,1/13/2021,payment - thank you paiement - merci,906.37,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/14/2021,1/15/2021,payment - thank you paiement - merci,1332.1,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/16/2021,1/18/2021,payment - thank you paiement - merci,519.85,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/18/2021,1/18/2021,payment - thank you paiement - merci,500.24,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
12/22/2020,12/24/2020,corpcentre.ca,-26.25,,CORPCENTRE.CA 866-9062677 QC,Undefined
12/23/2020,12/24/2020,amzn mktp ca3944w2263 www.amazon.caon,-57.74,,AMZN MKTP CA*3944W2263 WWW.AMAZON.CAON,Supplies
12/23/2020,12/24/2020,amazon.ca5p43h54q3 amazon.ca,-18.89,,AMAZON.CA*5P43H54Q3 AMAZON.CA ON,Supplies
12/23/2020,12/23/2020,amzn mktp ca2k7617yo3 www.amazon.caon,-49.99,,AMZN MKTP CA*2K7617YO3 WWW.AMAZON.CAON,Supplies
12/23/2020,12/29/2020,shoppers drug mart ,-9.52,,SHOPPER'S DRUG MART#2374 EDMONTON AB,Meals and entertainment
12/23/2020,12/24/2020,payment - thank you paiement - merci,1400,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
12/24/2020,12/29/2020,almadina halal meat & ,-16.25,,ALMADINA HALAL MEAT & EDMONTON AB,Undefined
12/24/2020,12/29/2020,corp canada8854364 ottawa,-12,,CORP CANADA/8854364 OTTAWA ON,Undefined
12/24/2020,12/29/2020,save foods ,-24.9,,SAVE ON FOODS #6667 EDMONTON AB,Supplies
12/26/2020,12/29/2020,amzn mktp canb5up9h83 www.amazon.caon,-111.99,,AMZN MKTP CA*NB5UP9H83 WWW.AMAZON.CAON,Supplies
12/26/2020,12/29/2020,logmeingotoconnect logmein.com,-93.2,,LOGMEIN*GOTOCONNECT LOGMEIN.COM QC,Undefined
12/26/2020,12/29/2020,bath and body works canaedmonton ab,-141.55,,BATH AND BODY WORKS (CANAEDMONTON AB,Undefined
12/26/2020,12/29/2020,the childrens place 322edmonton ab,-39.82,,THE CHILDREN'S PLACE #322EDMONTON AB,Undefined
12/27/2020,12/29/2020,amazon.catw1re4iy3 amazon.ca,-66.1,,AMAZON.CA*TW1RE4IY3 AMAZON.CA ON,Supplies
12/27/2020,12/29/2020,amazon.cald5gq0pk3 amazon.ca,-35.43,,AMAZON.CA*LD5GQ0PK3 AMAZON.CA ON,Supplies
12/27/2020,12/29/2020,amzn mktp car20me5tj3 www.amazon.caon,-14.14,,AMZN MKTP CA*R20ME5TJ3 WWW.AMAZON.CAON,Supplies
12/27/2020,12/29/2020,treehouse toys londond ,-39.38,,TREEHOUSE TOYS LONDOND EDMONTON AB,Undefined
12/27/2020,12/29/2020,skechers kingsway mall ,-141.74,,SKECHERS KINGSWAY MALL EDMONTON AB,Undefined
12/27/2020,12/29/2020,elsafadi mediterrean markedmonton ab,-25.06,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
12/27/2020,12/29/2020,fabricland mid west lt ,-37.62,,FABRICLAND MID WEST LT EDMONTON AB,Supplies
12/27/2020,12/29/2020,bath & body works canadaedmonton ab,-84.57,,BATH & BODY WORKS (CANADAEDMONTON AB,Undefined
12/27/2020,12/29/2020,stokes ,-33.98,,STOKES EDMONTON AB,Undefined
12/27/2020,12/29/2020,disney store ,-34.08,,DISNEY STORE #663 EDMONTON AB,Undefined
12/27/2020,12/29/2020,claires ,-17.33,,CLAIRE'S #2545 EDMONTON AB,Undefined
12/28/2020,12/29/2020,apple.combill,-16.79,,APPLE.COM/BILL 866-712-7753 ON,Undefined
12/28/2020,12/29/2020,mcdonalds ,-18,,MCDONALD'S #40030 EDMONTON AB,Meals and entertainment
12/29/2020,12/30/2020,amzn mktp caj988t9ic3 www.amazon.caon,-69.99,,AMZN MKTP CA*J988T9IC3 WWW.AMAZON.CAON,Supplies
12/29/2020,12/31/2020,staples.ca mississauga,-440.98,,STAPLES.CA MISSISSAUGA ON,Supplies
12/29/2020,12/30/2020,staples.ca mississauga,-897.5,,STAPLES.CA MISSISSAUGA ON,Supplies
12/30/2020,12/31/2020,corpcentre.ca,-26.25,,CORPCENTRE.CA 866-9062677 QC,Undefined
12/31/2020,1/4/2021,elsafadi mediterrean markedmonton ab,-1.83,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
12/31/2020,1/4/2021,googlegoogle storage internet,-2.79,,GOOGLE*GOOGLE STORAGE INTERNET NS,Undefined
1/1/2021,1/4/2021,tim hortons ,-5.99,,TIM HORTONS #2282 EDMONTON AB,Meals and entertainment
1/1/2021,1/4/2021,petrocan-9640 118 avenue ,-70.52,,PETROCAN-9640 118 AVENUE EDMONTON AB,Fuel costs
1/1/2021,1/4/2021,disney store ,-36.74,,DISNEY STORE #663 EDMONTON AB,Undefined
1/1/2021,1/4/2021,the bedouins restaurant ,-36.73,,THE BEDOUINS RESTAURANT EDMONTON AB,Meals and entertainment
1/2/2021,1/4/2021,amzn mktp caie4z04323 www.amazon.caon,-9.99,,AMZN MKTP CA*IE4Z04323 WWW.AMAZON.CAON,Supplies
1/2/2021,1/4/2021,amzn mktp can47e71ty3 www.amazon.caon,-25.99,,AMZN MKTP CA*N47E71TY3 WWW.AMAZON.CAON,Supplies
1/2/2021,1/4/2021,amazon.cacp2fu1413 amazon.ca,-11.53,,AMAZON.CA*CP2FU1413 AMAZON.CA ON,Supplies
1/2/2021,1/4/2021,shaw cablesystems calgary ab,-126,,SHAW CABLESYSTEMS CALGARY AB,Internet
1/2/2021,1/4/2021,save foods ,-47.61,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
1/3/2021,1/4/2021,amazon.cafi1g38vj3 amazon.ca,-15.74,,AMAZON.CA*FI1G38VJ3 AMAZON.CA ON,Supplies
1/3/2021,1/4/2021,amazon.cap93p63qg3 amazon.ca,-20.99,,AMAZON.CA*P93P63QG3 AMAZON.CA ON,Supplies
1/3/2021,1/4/2021,amzn mktp cab65zl6vv3 www.amazon.caon,-51.99,,AMZN MKTP CA*B65ZL6VV3 WWW.AMAZON.CAON,Supplies
1/3/2021,1/4/2021,new asian spice market ,-39.2,,NEW ASIAN SPICE MARKET EDMONTON AB,Undefined
1/3/2021,1/5/2021,shoppers drug mart ,-44.52,,SHOPPER'S DRUG MART#2374 EDMONTON AB,Meals and entertainment
1/4/2021,1/5/2021,j2 myfax services,-13.12,,J2 *MYFAX SERVICES 877-437-3607 CA,Undefined
1/4/2021,1/5/2021,payment - thank you paiement - merci,697,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
1/5/2021,1/7/2021,paypal cleverbridg 35314369001,-154,,PAYPAL *CLEVERBRIDG 35314369001,Undefined
1/5/2021,1/7/2021,save foods ,-29.69,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
1/6/2021,1/7/2021,amzn mktp carm88i9p43 www.amazon.caon,-19.98,,AMZN MKTP CA*RM88I9P43 WWW.AMAZON.CAON,Supplies
1/6/2021,1/7/2021,& out registry ab,-1017.5,,IN & OUT REGISTRY NC 888-4607771 AB,Undefined
1/7/2021,1/8/2021,amzn mktp caxi9io6yc3 www.amazon.caon,-12.98,,AMZN MKTP CA*XI9IO6YC3 WWW.AMAZON.CAON,Supplies
1/7/2021,1/8/2021,paypal zohocorpora zoho-402-935-7733,-25.18,,PAYPAL *ZOHOCORPORA ZOHO-402-935-7733 CA,Undefined
1/7/2021,1/8/2021,corpcentre.ca,-26.25,,CORPCENTRE.CA 866-9062677 QC,Undefined
1/7/2021,1/8/2021,elsafadi mediterrean markedmonton ab,-5.98,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
1/8/2021,1/11/2021,almadina halal meat & ,-10.99,,ALMADINA HALAL MEAT & EDMONTON AB,Undefined
1/8/2021,1/11/2021,real cdn superstore ,-125.41,,REAL CDN SUPERSTORE #1 EDMONTON AB,Undefined
1/8/2021,1/11/2021,paramount fine foods ,-37.75,,PARAMOUNT FINE FOODS EDMONTON AB,Meals and entertainment
1/8/2021,1/11/2021,quilts etc ,-339.12,,QUILTS ETC #785 EDMONTON AB,Undefined
1/8/2021,1/11/2021,w8tech sa 7754504856,-130.63,,W8TECH SA 7754504856 NV,Undefined
1/9/2021,1/11/2021,amzn mktp ca5m2562w73 www.amazon.caon,-59.99,,AMZN MKTP CA*5M2562W73 WWW.AMAZON.CAON,Supplies
1/10/2021,1/12/2021,quilts etc ,-262.49,,QUILTS ETC #785 EDMONTON AB,Undefined
1/10/2021,1/12/2021,the childrens place 322edmonton ab,-110.24,,THE CHILDREN'S PLACE #322EDMONTON AB,Undefined
1/10/2021,1/11/2021,tim hortons ,-7.05,,TIM HORTONS #1688 EDMONTON AB,Meals and entertainment
1/11/2021,1/13/2021,paypal dellcanadai 4029357733,-1349.99,,PAYPAL *DELLCANADAI 4029357733 ON,Undefined
1/11/2021,1/13/2021,paypal lawdepot 4029357733 ab,-47.25,,PAYPAL *LAWDEPOT 4029357733 AB,Undefined
1/11/2021,1/13/2021,save foods ,-20.8,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
1/11/2021,1/12/2021,petrocan-5011-137 ave nw ,-66.77,,PETROCAN-5011-137 AVE NW EDMONTON AB,Fuel costs
1/13/2021,1/13/2021,intuit canada ab,-147,,INTUIT CANADA 888-843-5449 AB,Undefined
1/14/2021,1/15/2021,paypal moomenn ltd 4029357733,-83.66,,PAYPAL *MOOMENN LTD 4029357733 ON,Undefined
1/14/2021,1/15/2021,almadina halal meat & ,-19.4,,ALMADINA HALAL MEAT & EDMONTON AB,Undefined
1/14/2021,1/18/2021,save foods ,-9.15,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
1/14/2021,1/18/2021,mcdonalds ,-13.5,,MCDONALD'S #23922 EDMONTON AB,Meals and entertainment
1/15/2021,1/18/2021,mercato by italian bakeryst. albert ab,-6.04,,MERCATO BY ITALIAN BAKERYST. ALBERT AB,Meals and entertainment
1/15/2021,1/18/2021,direct energy regulated ,-183.8,,DIRECT ENERGY REGULATED EDMONTON AB,Undefined
1/15/2021,1/18/2021,dollarama 758 ,-40.48,,DOLLARAMA # 758 EDMONTON AB,Supplies
1/16/2021,1/18/2021,expedia 72030172976620 expedia.ca,-151.67,,EXPEDIA 72030172976620 EXPEDIA.CA ON,Travel expenses
1/16/2021,1/18/2021,expedia 72030172976620 expedia.ca,151.67,,EXPEDIA 72030172976620 EXPEDIA.CA ON,Travel expenses
1/16/2021,1/18/2021,expedia 72030174412003 expedia.ca,-226.16,,EXPEDIA 72030174412003 EXPEDIA.CA ON,Travel expenses
1/16/2021,1/18/2021,amazon.cab25b19vd3 amazon.ca,-44.33,,AMAZON.CA*B25B19VD3 AMAZON.CA ON,Supplies
1/16/2021,1/18/2021,amzn mktp cahd7e470p3 www.amazon.caon,-19.99,,AMZN MKTP CA*HD7E470P3 WWW.AMAZON.CAON,Supplies
1/17/2021,1/18/2021,apple.combill,-4.19,,APPLE.COM/BILL 866-712-7753 ON,Undefined
1/17/2021,1/18/2021,elsafadi mediterrean markedmonton ab,-5.48,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
1/18/2021,1/19/2021,amazon.ca6a0oz79s3 amazon.ca,-25.19,,AMAZON.CA*6A0OZ79S3 AMAZON.CA ON,Supplies
1/18/2021,1/19/2021,tradestation technolog www.tradestatfl,-129.91,,TRADESTATION TECHNOLOG WWW.TRADESTATFL,Undefined
1/18/2021,1/19/2021,tradestation technolog www.tradestatfl,-129.91,,TRADESTATION TECHNOLOG WWW.TRADESTATFL,Undefined
1/19/2021,1/20/2021,paypal finviz ltd 35314369001,-52.66,,PAYPAL *FINVIZ LTD 35314369001,Undefined
1/19/2021,1/21/2021,save foods ,-4.12,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
1/20/2021,1/21/2021,almadina halal meat & ,-33.85,,ALMADINA HALAL MEAT & EDMONTON AB,Undefined
1/20/2021,1/20/2021,tim hortons ,-5.99,,TIM HORTONS #2282 EDMONTON AB,Meals and entertainment
4/22/2021,4/23/2021,payment - thank you paiement - merci,218.19,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
4/24/2021,4/26/2021,payment - thank you paiement - merci,743.5,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
4/26/2021,4/27/2021,payment - thank you paiement - merci,179.93,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
4/28/2021,4/29/2021,payment - thank you paiement - merci,616.77,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
4/29/2021,4/30/2021,payment - thank you paiement - merci,475.57,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/1/2021,5/3/2021,payment - thank you paiement - merci,300.82,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/4/2021,5/4/2021,payment - thank you paiement - merci,268.46,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/6/2021,5/6/2021,payment - thank you paiement - merci,663.79,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/8/2021,5/10/2021,payment - thank you paiement - merci,804.08,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/10/2021,5/10/2021,payment - thank you paiement - merci,1235.19,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/16/2021,5/17/2021,payment - thank you paiement - merci,200,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/18/2021,5/19/2021,payment - thank you paiement - merci,125,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/22/2021,5/25/2021,payment - thank you paiement - merci,1300,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
4/20/2021,4/23/2021,sobeys namao ,-22.11,,SOBEYS NAMAO #5480 EDMONTON AB,Supplies
4/22/2021,4/23/2021,corpcentre.ca,-26.25,,CORPCENTRE.CA 866-9062677 QC,Undefined
4/22/2021,4/26/2021,shaw cablesystems calgary ab,-131.25,,SHAW CABLESYSTEMS CALGARY AB,Internet
4/23/2021,4/23/2021,amazon.cac12xf7m43 amazon.ca,-8.39,,AMAZON.CA*C12XF7M43 AMAZON.CA ON,Supplies
4/23/2021,4/26/2021,dollarama ,-33.8,,DOLLARAMA #409 EDMONTON AB,Supplies
4/23/2021,4/26/2021,cappadocia import turkishedmonton ab,-727.07,,CAPPADOCIA IMPORT TURKISHEDMONTON AB,Undefined
4/23/2021,4/26/2021,capadocia impo ,-4.16,,CAPADOCIA IMPO EDMONTON AB,Undefined
4/23/2021,4/26/2021,amzn mktp cayl3ci6pp3 www.amazon.caon,-22.49,,AMZN MKTP CA*YL3CI6PP3 WWW.AMAZON.CAON,Supplies
4/23/2021,4/26/2021,mezos roastery ,-70.77,,MEZOS ROASTERY EDMONTON AB,Undefined
4/23/2021,4/26/2021,save foods ,-36.03,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
4/23/2021,4/26/2021,the home depot ,-54.85,,THE HOME DEPOT #7119 EDMONTON AB,Supplies
4/24/2021,4/26/2021,amzn mktp cacl8ep4n43 www.amazon.caon,-23.77,,AMZN MKTP CA*CL8EP4N43 WWW.AMAZON.CAON,Supplies
4/24/2021,4/26/2021,amzn mktp cafj9we2v33 www.amazon.caon,-7.99,,AMZN MKTP CA*FJ9WE2V33 WWW.AMAZON.CAON,Supplies
4/25/2021,4/27/2021,save foods ,-7.27,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
4/25/2021,4/26/2021,amzn mktp ca547lt3d63 www.amazon.caon,-21.99,,AMZN MKTP CA*547LT3D63 WWW.AMAZON.CAON,Supplies
4/25/2021,4/26/2021,amzn mktp camb5n54bp3 www.amazon.caon,-21.99,,AMZN MKTP CA*MB5N54BP3 WWW.AMAZON.CAON,Supplies
4/25/2021,4/26/2021,amzn mktp caea2wz42z3 www.amazon.caon,-14.99,,AMZN MKTP CA*EA2WZ42Z3 WWW.AMAZON.CAON,Supplies
4/25/2021,4/26/2021,lowes 03700 ,-85.99,,LOWES #03700* EDMONTON AB,Supplies
4/25/2021,4/26/2021,elsafadi mediterrean markedmonton ab,-15.35,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
4/25/2021,4/26/2021,tim hortons ,-5.07,,TIM HORTONS #2282 EDMONTON AB,Meals and entertainment
4/26/2021,4/27/2021,amzn mktp canf2ex3m43 www.amazon.caon,-98.91,,AMZN MKTP CA*NF2EX3M43 WWW.AMAZON.CAON,Supplies
4/26/2021,4/26/2021,tim hortons ,-16.06,,TIM HORTONS #2282 EDMONTON AB,Meals and entertainment
4/27/2021,4/28/2021,elsafadi mediterrean markedmonton ab,-15.01,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
4/27/2021,4/28/2021,elsafadi mediterrean markedmonton ab,-9.95,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
4/28/2021,4/29/2021,apple.combill toronto,-16.79,,APPLE.COM/BILL TORONTO ON,Undefined
4/28/2021,5/3/2021,sobeys namao ,-52.67,,SOBEYS NAMAO #5480 EDMONTON AB,Supplies
4/29/2021,4/30/2021,petrocan-16441-97th st.nwedmonton ab,-98.54,,PETROCAN-16441-97TH ST.NWEDMONTON AB,Fuel costs
4/30/2021,5/3/2021,almadina halal meat & ,-48.15,,ALMADINA HALAL MEAT & EDMONTON AB,Undefined
4/30/2021,5/3/2021,elsafadi mediterrean markedmonton ab,-13.96,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
4/30/2021,5/3/2021,earths general store ltdedmonton ab,-33.56,,EARTH'S GENERAL STORE LTDEDMONTON AB,Undefined
5/1/2021,5/3/2021,google storage,-2.79,,GOOGLE *GOOGLE STORAGE 855-836-3987 NS,Undefined
5/1/2021,5/3/2021,shoppers drug mart 2370 ,-55.7,,SHOPPER'S DRUG MART 2370 EDMONTON AB,Meals and entertainment
5/2/2021,5/5/2021,claires ,-17.33,,CLAIRE'S #2545 EDMONTON AB,Undefined
5/2/2021,5/3/2021,london drugs 21 ,-244.31,,LONDON DRUGS 21 EDMONTON AB,Supplies
5/2/2021,5/3/2021,amazon.ca2l5jz4zo1 amazon.ca,-35.73,,AMAZON.CA*2L5JZ4ZO1 AMAZON.CA ON,Supplies
5/3/2021,5/6/2021,sobeys namao ,-13.57,,SOBEYS NAMAO #5480 EDMONTON AB,Supplies
5/3/2021,5/4/2021,amazon.ca2k4h35n43 amazon.ca,-15.72,,AMAZON.CA*2K4H35N43 AMAZON.CA ON,Supplies
5/3/2021,5/4/2021,petrocan-5011-137 ave nw ,-84.04,,PETROCAN-5011-137 AVE NW EDMONTON AB,Fuel costs
5/4/2021,5/5/2021,amzn mktp cazm48x5bo3 www.amazon.caon,-121.76,,AMZN MKTP CA*ZM48X5BO3 WWW.AMAZON.CAON,Supplies
5/4/2021,5/5/2021,paypal oudimentary 4029357733,-157.82,,PAYPAL *OUDIMENTARY 4029357733 ON,Undefined
5/4/2021,5/5/2021,elsafadi mediterrean markedmonton ab,-16.7,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
5/4/2021,5/5/2021,j2 myfax services,-12.66,,J2 *MYFAX SERVICES 877-437-3607 CA,Undefined
5/5/2021,5/7/2021,paypal canadahelps 8777551595,-100,,PAYPAL *CANADAHELPS 8777551595 ON,Undefined
5/5/2021,5/6/2021,staples store ,-78.73,,STAPLES STORE #60 EDMONTON AB,Supplies
5/5/2021,5/6/2021,sq 2016931 alberta inc 8774174551 ab,-157.5,,SQ *2016931 ALBERTA INC 8774174551 AB,Undefined
5/6/2021,5/7/2021,dollarama 758 ,-35.77,,DOLLARAMA # 758 EDMONTON AB,Supplies
5/6/2021,5/7/2021,tradestation technolog www.tradestatfl,-124.73,,TRADESTATION TECHNOLOG WWW.TRADESTATFL,Undefined
5/6/2021,5/10/2021,save foods ,-10.52,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
5/7/2021,5/7/2021,amzn mktp ca2l5zx9n60 www.amazon.caon,-28.99,,AMZN MKTP CA*2L5ZX9N60 WWW.AMAZON.CAON,Supplies
5/7/2021,5/10/2021,amazon.ca2l8fu1mc1 amazon.ca,-58.74,,AMAZON.CA*2L8FU1MC1 AMAZON.CA ON,Supplies
